client_id,client_type,gender,country,region,acquisition_purpose,loan_applied,referral_channel,satisfaction_score,age,cohort_label,kmeans_cluster,agglomerative_cluster
C2_20270,Individual,Other,United Kingdom,North West,Personal Use,Yes,Digital,2,27,C2_First_Time_Buyer,0,0
C4_40676,Individual,Female,Monaco,Les Moneghetti,Investment,No,Agent,5,43,C4_Luxury_Investor,1,1
NX_50562,Individual,Other,United States,West Coast,Investment,No,Friend Referral,3,53,Noise,1,0
NX_50483,Individual,Other,United Kingdom,North West,Investment,No,Social Media,1,71,Noise,1,0
C4_40594,Corporate,Not Applicable,Monaco,Les Moneghetti,Personal Use,No,Agent,5,57,C4_Luxury_Investor,1,1
C3_30659,Corporate,Not Applicable,United States,Northeast,Investment,Yes,Agent,3,57,C3_Corporate_Buyer,1,1
C2_20813,Individual,Male,Australia,New South Wales,Personal Use,Yes,Digital,2,33,C2_First_Time_Buyer,0,0
C2_21426,Individual,Other,United Kingdom,Scotland,Personal Use,Yes,Social Media,4,35,C2_First_Time_Buyer,0,0
C4_40450,Individual,Female,Monaco,Les Moneghetti,Investment,Yes,Agent,5,64,C4_Luxury_Investor,1,1
NX_50028,Individual,Other,Australia,Victoria,Personal Use,Yes,Agent,1,57,Noise,0,0
C2_21142,Individual,Female,United Kingdom,Scotland,Personal Use,No,Social Media,4,24,C2_First_Time_Buyer,0,0
C2_20626,Individual,Other,United States,Southeast,Investment,Yes,Agent,4,26,C2_First_Time_Buyer,0,0
C1_10789,Corporate,Not Applicable,Germany,North Rhine-Westphalia,Investment,No,Direct,5,64,C1_Global_Investor,1,1
C4_40286,Corporate,Not Applicable,United States,Northeast,Personal Use,No,Agent,5,47,C4_Luxury_Investor,1,1
C2_20864,Individual,Other,United States,Midwest,Personal Use,Yes,Agent,2,28,C2_First_Time_Buyer,0,0
C3_30365,Corporate,Not Applicable,Germany,North Rhine-Westphalia,Personal Use,Yes,Corporate Partnership,3,51,C3_Corporate_Buyer,1,1
C1_10871,Individual,Male,Hong Kong,Hong Kong Island,Investment,No,Digital,5,36,C1_Global_Investor,1,1
C3_30771,Corporate,Not Applicable,UAE,Sharjah,Personal Use,Yes,Agent,4,51,C3_Corporate_Buyer,1,1
C4_40333,Corporate,Not Applicable,UAE,Sharjah,Investment,No,Direct,4,58,C4_Luxury_Investor,1,1
C1_10073,Corporate,Not Applicable,Singapore,East Region,Investment,No,Agent,4,38,C1_Global_Investor,1,1
C2_20752,Individual,Male,United States,Southeast,Personal Use,Yes,Agent,3,35,C2_First_Time_Buyer,0,0
C2_20421,Individual,Other,United Kingdom,Scotland,Personal Use,Yes,Digital,2,22,C2_First_Time_Buyer,0,0
C4_40721,Individual,Other,France,Provence,Investment,No,Direct,5,67,C4_Luxury_Investor,1,1
NX_50293,Individual,Male,Australia,Victoria,Personal Use,No,Friend Referral,5,59,Noise,1,1
C4_40869,Individual,Male,UAE,Ras Al Khaimah,Investment,No,Friend Referral,5,39,C4_Luxury_Investor,1,1
NX_50175,Individual,Female,Singapore,West Region,Investment,Yes,Social Media,2,37,Noise,0,0
C4_40309,Individual,Male,United Kingdom,Scotland,Investment,No,Corporate Partnership,5,35,C4_Luxury_Investor,1,1
C2_21244,Individual,Female,United States,Southeast,Personal Use,Yes,Social Media,4,33,C2_First_Time_Buyer,0,0
C3_30547,Corporate,Not Applicable,United Kingdom,North West,Personal Use,No,Agent,4,51,C3_Corporate_Buyer,1,1
C2_21445,Individual,Female,United States,Midwest,Personal Use,Yes,Agent,4,25,C2_First_Time_Buyer,0,0
C1_10494,Individual,Male,Australia,Western Australia,Investment,No,Corporate Partnership,4,44,C1_Global_Investor,1,0
C3_30630,Corporate,Not Applicable,UAE,Sharjah,Personal Use,No,Agent,4,55,C3_Corporate_Buyer,1,1
C4_40821,Individual,Other,Switzerland,Geneva,Investment,No,Corporate Partnership,5,43,C4_Luxury_Investor,1,1
C4_40897,Corporate,Not Applicable,Switzerland,Basel,Investment,No,Agent,5,45,C4_Luxury_Investor,1,1
C2_20164,Individual,Other,United States,Southwest,Personal Use,No,Agent,5,28,C2_First_Time_Buyer,0,0
C4_40234,Corporate,Not Applicable,Singapore,North Region,Investment,No,Agent,5,37,C4_Luxury_Investor,1,1
C2_20730,Individual,Other,United States,Midwest,Personal Use,Yes,Digital,4,25,C2_First_Time_Buyer,0,0
NX_50412,Individual,Other,Switzerland,Northeast,Personal Use,No,Corporate Partnership,2,20,Noise,0,0
C2_21402,Individual,Male,United States,Southwest,Personal Use,Yes,Digital,3,30,C2_First_Time_Buyer,0,0
C3_30903,Corporate,Not Applicable,United Kingdom,North West,Investment,No,Agent,5,38,C3_Corporate_Buyer,1,1
C1_10618,Corporate,Not Applicable,United Kingdom,London,Investment,Yes,Direct,5,58,C1_Global_Investor,1,1
C2_20697,Individual,Other,United States,Midwest,Personal Use,Yes,Digital,4,28,C2_First_Time_Buyer,0,0
C4_40093,Individual,Other,Switzerland,Geneva,Investment,No,Agent,5,38,C4_Luxury_Investor,1,1
C2_20957,Individual,Female,United Kingdom,London,Personal Use,Yes,Agent,2,22,C2_First_Time_Buyer,0,0
C2_20221,Individual,Female,Australia,Queensland,Personal Use,Yes,Social Media,5,26,C2_First_Time_Buyer,0,0
C2_21073,Individual,Male,Canada,British Columbia,Personal Use,Yes,Friend Referral,5,25,C2_First_Time_Buyer,0,0
C3_30910,Corporate,Not Applicable,Singapore,West Region,Investment,No,Agent,3,38,C3_Corporate_Buyer,1,1
C1_10869,Corporate,Not Applicable,Canada,Ontario,Investment,No,Corporate Partnership,5,63,C1_Global_Investor,1,1
C3_30218,Corporate,Not Applicable,United States,West Coast,Investment,Yes,Agent,5,40,C3_Corporate_Buyer,1,1
C2_20042,Individual,Male,United States,West Coast,Personal Use,Yes,Digital,4,33,C2_First_Time_Buyer,0,0
C2_20361,Individual,Male,United Kingdom,North West,Personal Use,Yes,Agent,2,29,C2_First_Time_Buyer,0,0
C1_10356,Individual,Male,Hong Kong,Northeast,Investment,No,Direct,4,40,C1_Global_Investor,1,0
C2_20162,Individual,Other,United States,Southeast,Personal Use,No,Friend Referral,2,24,C2_First_Time_Buyer,0,0
C3_30265,Corporate,Not Applicable,UAE,Abu Dhabi,Investment,No,Agent,5,52,C3_Corporate_Buyer,1,1
C3_30752,Corporate,Not Applicable,Singapore,North Region,Investment,No,Agent,4,38,C3_Corporate_Buyer,1,1
C2_20438,Individual,Other,Canada,British Columbia,Personal Use,Yes,Agent,4,31,C2_First_Time_Buyer,0,0
C4_40103,Corporate,Not Applicable,United Kingdom,North West,Investment,No,Direct,4,50,C4_Luxury_Investor,1,1
NX_50540,Individual,Male,Hong Kong,Northeast,Personal Use,No,Social Media,1,48,Noise,0,0
NX_50193,Corporate,Not Applicable,Hong Kong,New Territories,Investment,Yes,Agent,2,56,Noise,1,0
C4_40139,Corporate,Not Applicable,Switzerland,Zug,Investment,No,Agent,5,45,C4_Luxury_Investor,1,1
C2_20253,Individual,Female,United States,Midwest,Personal Use,Yes,Digital,2,29,C2_First_Time_Buyer,0,0
C3_30865,Corporate,Not Applicable,UAE,Sharjah,Investment,No,Agent,4,48,C3_Corporate_Buyer,1,1
C1_10332,Individual,Other,Hong Kong,Hong Kong Island,Investment,No,Agent,5,37,C1_Global_Investor,1,1
C4_40194,Individual,Other,Singapore,West Region,Investment,No,Direct,5,43,C4_Luxury_Investor,1,1
C4_40068,Corporate,Not Applicable,France,Provence,Investment,Yes,Direct,4,39,C4_Luxury_Investor,1,1
C3_30228,Corporate,Not Applicable,United Kingdom,London,Investment,Yes,Agent,3,40,C3_Corporate_Buyer,1,1
C4_40167,Individual,Other,Monaco,Fontvieille,Investment,No,Agent,5,57,C4_Luxury_Investor,1,1
C2_20630,Individual,Male,Australia,New South Wales,Personal Use,Yes,Digital,5,35,C2_First_Time_Buyer,0,0
C2_20116,Individual,Male,United States,Southwest,Personal Use,Yes,Agent,3,32,C2_First_Time_Buyer,0,0
C2_20849,Individual,Other,United States,Northeast,Personal Use,Yes,Agent,4,35,C2_First_Time_Buyer,0,0
C4_40054,Individual,Female,Monaco,Les Moneghetti,Investment,No,Corporate Partnership,4,49,C4_Luxury_Investor,1,1
C3_30653,Corporate,Not Applicable,United Kingdom,South East,Investment,No,Corporate Partnership,3,38,C3_Corporate_Buyer,1,1
C3_30765,Corporate,Not Applicable,Germany,Hamburg,Investment,Yes,Corporate Partnership,3,52,C3_Corporate_Buyer,1,1
C2_20665,Individual,Male,Canada,Quebec,Personal Use,Yes,Agent,4,25,C2_First_Time_Buyer,0,0
C1_10445,Corporate,Not Applicable,Australia,Western Australia,Investment,No,Corporate Partnership,4,58,C1_Global_Investor,1,1
C2_21245,Individual,Female,United States,Southeast,Personal Use,Yes,Friend Referral,3,24,C2_First_Time_Buyer,0,0
C1_10452,Individual,Other,Hong Kong,Hong Kong Island,Investment,No,Agent,5,44,C1_Global_Investor,1,1
C2_20551,Individual,Other,Australia,Western Australia,Personal Use,Yes,Digital,4,34,C2_First_Time_Buyer,0,0
NX_50034,Individual,Male,Australia,Northeast,Investment,Yes,Social Media,3,40,Noise,0,0
C3_30454,Corporate,Not Applicable,Singapore,Central Region,Investment,No,Corporate Partnership,3,59,C3_Corporate_Buyer,1,1
C1_10014,Individual,Male,Hong Kong,Hong Kong Island,Personal Use,No,Agent,5,35,C1_Global_Investor,1,1
C4_40128,Individual,Other,Monaco,Fontvieille,Investment,No,Corporate Partnership,5,37,C4_Luxury_Investor,1,1
C1_10945,Individual,Female,Singapore,North Region,Personal Use,No,Corporate Partnership,4,63,C1_Global_Investor,1,0
C1_10247,Corporate,Not Applicable,Canada,British Columbia,Investment,No,Direct,4,52,C1_Global_Investor,1,1
NX_50297,Individual,Male,Hong Kong,Hong Kong Island,Investment,Yes,Friend Referral,3,26,Noise,0,0
C1_10360,Individual,Male,Japan,Nagoya,Investment,Yes,Agent,5,55,C1_Global_Investor,1,1
NX_50256,Individual,Female,Canada,Northeast,Personal Use,No,Social Media,5,64,Noise,1,1
C2_20614,Individual,Male,United States,West Coast,Personal Use,No,Agent,3,29,C2_First_Time_Buyer,0,0
C2_21303,Individual,Male,United States,Southeast,Personal Use,Yes,Friend Referral,4,26,C2_First_Time_Buyer,0,0
C4_40641,Individual,Female,Monaco,Les Moneghetti,Investment,No,Agent,5,49,C4_Luxury_Investor,1,1
C3_30668,Corporate,Not Applicable,United States,Northeast,Investment,No,Agent,4,50,C3_Corporate_Buyer,1,1
C2_21478,Individual,Other,Australia,New South Wales,Personal Use,Yes,Friend Referral,3,31,C2_First_Time_Buyer,0,0
C4_40714,Individual,Other,UAE,Dubai,Personal Use,No,Friend Referral,5,51,C4_Luxury_Investor,1,1
C4_40680,Corporate,Not Applicable,Switzerland,Basel,Personal Use,No,Direct,5,49,C4_Luxury_Investor,1,1
NX_50484,Individual,Other,United Kingdom,North West,Personal Use,Yes,Corporate Partnership,3,72,Noise,1,0
C3_30663,Corporate,Not Applicable,Singapore,North Region,Personal Use,No,Agent,4,53,C3_Corporate_Buyer,1,1
C1_10490,Individual,Male,United Kingdom,London,Investment,No,Direct,5,38,C1_Global_Investor,1,1
C1_10862,Individual,Male,Canada,British Columbia,Investment,No,Agent,5,54,C1_Global_Investor,1,1
C2_20740,Individual,Male,United States,Southwest,Personal Use,No,Digital,2,25,C2_First_Time_Buyer,0,0
C4_40599,Corporate,Not Applicable,United States,Southeast,Investment,No,Corporate Partnership,5,66,C4_Luxury_Investor,1,1
C4_40885,Corporate,Not Applicable,United Kingdom,North West,Investment,No,Corporate Partnership,5,61,C4_Luxury_Investor,1,1
C2_21447,Corporate,Other,Australia,New South Wales,Personal Use,Yes,Social Media,3,23,C2_First_Time_Buyer,0,0
C4_40730,Corporate,Not Applicable,Monaco,Northeast,Investment,No,Direct,5,59,C4_Luxury_Investor,1,1
C1_10506,Corporate,Not Applicable,UAE,Sharjah,Investment,No,Agent,5,38,C1_Global_Investor,1,1
C3_30177,Corporate,Not Applicable,United Kingdom,Northeast,Investment,Yes,Agent,4,35,C3_Corporate_Buyer,1,1
C3_30495,Corporate,Not Applicable,United Kingdom,South East,Personal Use,Yes,Agent,3,38,C3_Corporate_Buyer,0,1
C2_20942,Individual,Other,Canada,Alberta,Personal Use,Yes,Agent,4,25,C2_First_Time_Buyer,0,0
C2_20222,Individual,Male,Canada,Ontario,Personal Use,Yes,Digital,5,30,C2_First_Time_Buyer,0,0
C2_20113,Individual,Male,United Kingdom,Midlands,Personal Use,No,Digital,4,33,C2_First_Time_Buyer,0,0
C2_20905,Individual,Male,United States,West Coast,Personal Use,Yes,Social Media,3,22,C2_First_Time_Buyer,0,0
C3_30923,Corporate,Not Applicable,Singapore,North Region,Personal Use,No,Corporate Partnership,5,44,C3_Corporate_Buyer,1,1
C2_20877,Individual,Other,United Kingdom,London,Personal Use,No,Friend Referral,2,31,C2_First_Time_Buyer,0,0
NX_50272,Corporate,Not Applicable,Singapore,Central Region,Investment,Yes,Corporate Partnership,4,48,Noise,1,1
C1_10433,Individual,Male,Canada,Ontario,Investment,No,Corporate Partnership,5,41,C1_Global_Investor,1,1
C2_21364,Individual,Female,United States,Northeast,Personal Use,Yes,Friend Referral,4,26,C2_First_Time_Buyer,0,0
C3_30654,Corporate,Not Applicable,Singapore,East Region,Investment,No,Corporate Partnership,2,39,C3_Corporate_Buyer,1,1
C3_30335,Corporate,Not Applicable,Singapore,Central Region,Investment,No,Direct,5,35,C3_Corporate_Buyer,1,1
C2_21092,Individual,Male,United States,West Coast,Personal Use,Yes,Digital,3,30,C2_First_Time_Buyer,0,0
C3_30510,Corporate,Not Applicable,Singapore,North Region,Investment,Yes,Direct,4,47,C3_Corporate_Buyer,1,1
C3_30662,Corporate,Not Applicable,Germany,Berlin,Investment,Yes,Direct,4,37,C3_Corporate_Buyer,1,1
C3_30445,Corporate,Not Applicable,United Kingdom,Midlands,Investment,No,Direct,3,35,C3_Corporate_Buyer,1,1
C4_40416,Individual,Other,Switzerland,Zug,Investment,No,Corporate Partnership,5,58,C4_Luxury_Investor,1,1
C3_30416,Corporate,Not Applicable,Singapore,East Region,Personal Use,No,Agent,3,35,C3_Corporate_Buyer,0,1
C2_20102,Individual,Male,United States,West Coast,Personal Use,No,Agent,4,30,C2_First_Time_Buyer,0,0
C2_20448,Individual,Female,United States,Northeast,Personal Use,Yes,Direct,5,25,C2_First_Time_Buyer,0,0
C2_20720,Individual,Female,United States,Southwest,Personal Use,Yes,Agent,3,33,C2_First_Time_Buyer,0,0
NX_50118,Individual,Other,United States,Northeast,Investment,No,Corporate Partnership,1,39,Noise,0,0
C4_40342,Corporate,Not Applicable,United Kingdom,Scotland,Investment,No,Corporate Partnership,3,51,C4_Luxury_Investor,1,1
C1_10156,Corporate,Not Applicable,Germany,Berlin,Investment,Yes,Agent,4,34,C1_Global_Investor,1,1
C3_30478,Corporate,Not Applicable,United Kingdom,Midlands,Investment,Yes,Direct,4,54,C3_Corporate_Buyer,1,1
C2_20773,Individual,Other,United States,Southwest,Personal Use,Yes,Friend Referral,4,29,C2_First_Time_Buyer,0,0
C1_10615,Corporate,Not Applicable,Germany,North Rhine-Westphalia,Investment,No,Corporate Partnership,4,37,C1_Global_Investor,1,1
C1_10643,Individual,Male,UAE,Abu Dhabi,Investment,Yes,Direct,5,50,C1_Global_Investor,1,1
C2_20935,Individual,Other,Canada,British Columbia,Investment,Yes,Agent,3,29,C2_First_Time_Buyer,0,0
C4_40777,Individual,Male,Monaco,Monte Carlo,Investment,No,Direct,5,68,C4_Luxury_Investor,1,1
C2_20068,Individual,Other,Australia,Victoria,Personal Use,Yes,Digital,4,25,C2_First_Time_Buyer,0,0
NX_50054,Individual,Female,Japan,Northeast,Investment,No,Corporate Partnership,3,62,Noise,1,0
C4_40654,Corporate,Not Applicable,Singapore,West Region,Investment,No,Direct,4,42,C4_Luxury_Investor,1,1
C4_40739,Corporate,Not Applicable,France,Normandy,Investment,No,Agent,5,61,C4_Luxury_Investor,1,1
NX_50468,Individual,Female,UAE,Dubai,Investment,No,Corporate Partnership,2,24,Noise,0,0
C1_10330,Individual,Other,Germany,Berlin,Investment,No,Agent,4,54,C1_Global_Investor,1,1
C2_21057,Individual,Female,United States,Northeast,Personal Use,Yes,Digital,2,24,C2_First_Time_Buyer,0,0
C3_30146,Corporate,Not Applicable,UAE,Dubai,Investment,No,Agent,5,51,C3_Corporate_Buyer,1,1
C2_21191,Individual,Other,United States,Northeast,Personal Use,Yes,Digital,3,28,C2_First_Time_Buyer,0,0
C1_10622,Individual,Other,Germany,Bavaria,Investment,No,Corporate Partnership,5,47,C1_Global_Investor,1,1
C2_20595,Individual,Male,United States,Northeast,Personal Use,Yes,Digital,4,22,C2_First_Time_Buyer,0,0
C3_30415,Corporate,Not Applicable,United States,Northeast,Investment,No,Corporate Partnership,5,52,C3_Corporate_Buyer,1,1
NX_50421,Corporate,Not Applicable,United Kingdom,Midlands,Investment,No,Digital,4,43,Noise,1,1
C4_40398,Corporate,Not Applicable,Monaco,Les Moneghetti,Investment,No,Agent,5,63,C4_Luxury_Investor,1,1
C2_20919,Individual,Female,United States,West Coast,Personal Use,No,Digital,4,22,C2_First_Time_Buyer,0,0
C4_40673,Corporate,Not Applicable,Singapore,East Region,Investment,No,Direct,5,56,C4_Luxury_Investor,1,1
NX_50077,Individual,Male,Switzerland,Geneva,Personal Use,No,Digital,4,72,Noise,1,1
C1_10755,Corporate,Not Applicable,Canada,Quebec,Personal Use,No,Digital,5,55,C1_Global_Investor,1,1
C1_10518,Corporate,Not Applicable,Hong Kong,New Territories,Investment,No,Corporate Partnership,5,48,C1_Global_Investor,1,1
C4_40303,Individual,Female,United Kingdom,Midlands,Investment,No,Direct,4,44,C4_Luxury_Investor,1,1
C1_10032,Individual,Male,Canada,Ontario,Investment,No,Direct,5,30,C1_Global_Investor,1,1
C3_30437,Corporate,Not Applicable,United Kingdom,Scotland,Investment,Yes,Corporate Partnership,5,35,C3_Corporate_Buyer,1,1
C2_20157,Individual,Other,United States,West Coast,Personal Use,No,Social Media,3,26,C2_First_Time_Buyer,0,0
C1_10744,Individual,Female,Australia,Western Australia,Investment,No,Direct,4,60,C1_Global_Investor,1,1
C2_20497,Individual,Male,United States,Southeast,Investment,Yes,Digital,4,22,C2_First_Time_Buyer,0,0
C3_30959,Corporate,Not Applicable,Singapore,North Region,Personal Use,No,Corporate Partnership,4,52,C3_Corporate_Buyer,1,1
C4_40255,Individual,Other,United Kingdom,Scotland,Investment,No,Corporate Partnership,4,54,C4_Luxury_Investor,1,1
C3_30091,Corporate,Not Applicable,United States,Northeast,Investment,No,Direct,5,37,C3_Corporate_Buyer,1,1
C1_10783,Individual,Female,Hong Kong,New Territories,Investment,No,Agent,4,62,C1_Global_Investor,1,1
C3_30993,Corporate,Not Applicable,United Kingdom,Northeast,Investment,No,Corporate Partnership,4,52,C3_Corporate_Buyer,1,1
C3_30449,Corporate,Not Applicable,UAE,Dubai,Personal Use,Yes,Agent,4,30,C3_Corporate_Buyer,0,1
C1_10229,Corporate,Not Applicable,Germany,Hamburg,Investment,No,Direct,4,38,C1_Global_Investor,1,1
C1_10857,Individual,Other,Australia,Queensland,Investment,No,Direct,5,56,C1_Global_Investor,1,1
C2_21266,Individual,Female,Canada,Ontario,Investment,Yes,Friend Referral,4,33,C2_First_Time_Buyer,0,0
C4_40774,Individual,Other,France,Provence,Investment,No,Direct,5,63,C4_Luxury_Investor,1,1
C1_10408,Corporate,Not Applicable,Canada,Northeast,Investment,No,Digital,5,49,C1_Global_Investor,1,1
C1_10170,Corporate,Not Applicable,United Kingdom,Northeast,Investment,Yes,Digital,4,42,C1_Global_Investor,1,1
C1_10540,Corporate,Not Applicable,Australia,Northeast,Investment,No,Agent,4,45,C1_Global_Investor,1,1
C2_21210,Individual,Other,Canada,Ontario,Personal Use,Yes,Agent,3,31,C2_First_Time_Buyer,0,0
C2_21304,Corporate,Female,United States,Northeast,Personal Use,Yes,Friend Referral,4,22,C2_First_Time_Buyer,0,0
C3_30067,Corporate,Not Applicable,United States,West Coast,Investment,No,Corporate Partnership,5,55,C3_Corporate_Buyer,1,1
C1_10613,Individual,Female,Germany,Berlin,Investment,No,Agent,5,48,C1_Global_Investor,1,1
C2_21101,Individual,Male,United States,Midwest,Personal Use,Yes,Direct,4,24,C2_First_Time_Buyer,0,0
C2_20808,Individual,Female,United States,Northeast,Personal Use,Yes,Social Media,3,26,C2_First_Time_Buyer,0,0
C3_30938,Corporate,Not Applicable,United Kingdom,Midlands,Investment,No,Corporate Partnership,5,58,C3_Corporate_Buyer,1,1
C2_20161,Individual,Other,United States,West Coast,Personal Use,No,Friend Referral,3,29,C2_First_Time_Buyer,0,0
C4_40725,Corporate,Not Applicable,Switzerland,Geneva,Investment,No,Agent,5,40,C4_Luxury_Investor,1,1
C3_30619,Corporate,Not Applicable,UAE,Ras Al Khaimah,Personal Use,Yes,Direct,5,51,C3_Corporate_Buyer,1,1
C4_40152,Corporate,Not Applicable,Switzerland,Zurich,Investment,No,Direct,4,64,C4_Luxury_Investor,1,0
C2_20610,Individual,Male,United States,Northeast,Personal Use,Yes,Agent,4,31,C2_First_Time_Buyer,0,0
C2_20932,Individual,Female,United States,Northeast,Investment,Yes,Agent,2,35,C2_First_Time_Buyer,0,0
C3_30527,Corporate,Not Applicable,United Kingdom,London,Personal Use,Yes,Corporate Partnership,5,42,C3_Corporate_Buyer,1,1
C1_10564,Individual,Male,Singapore,Central Region,Investment,No,Direct,4,64,C1_Global_Investor,1,1
C4_40071,Individual,Male,United Kingdom,South East,Investment,No,Agent,5,69,C4_Luxury_Investor,1,1
C4_40747,Individual,Male,France,Northeast,Investment,No,Agent,5,69,C4_Luxury_Investor,1,1
C2_21388,Individual,Other,United States,Southwest,Personal Use,Yes,Digital,2,28,C2_First_Time_Buyer,0,0
C2_20471,Individual,Male,United States,Southeast,Personal Use,No,Digital,4,33,C2_First_Time_Buyer,0,0
C3_30130,Corporate,Not Applicable,United States,Midwest,Investment,Yes,Corporate Partnership,4,31,C3_Corporate_Buyer,0,1
C2_20835,Individual,Male,United States,Midwest,Personal Use,Yes,Digital,4,34,C2_First_Time_Buyer,0,0
NX_50528,Individual,Female,Singapore,North Region,Personal Use,Yes,Corporate Partnership,3,55,Noise,1,0
C3_30975,Corporate,Not Applicable,UAE,Northeast,Investment,Yes,Agent,4,48,C3_Corporate_Buyer,1,1
C2_20533,Individual,Other,United States,Northeast,Personal Use,Yes,Agent,3,33,C2_First_Time_Buyer,0,0
C4_40827,Individual,Male,Switzerland,Zug,Investment,No,Agent,5,63,C4_Luxury_Investor,1,1
C2_21484,Individual,Female,United States,Northeast,Personal Use,Yes,Social Media,4,29,C2_First_Time_Buyer,0,0
C4_40707,Individual,Other,Singapore,North Region,Investment,No,Direct,5,67,C4_Luxury_Investor,1,1
C2_20172,Individual,Other,United Kingdom,North West,Personal Use,Yes,Friend Referral,3,22,C2_First_Time_Buyer,0,0
C2_20427,Individual,Other,United States,Northeast,Investment,Yes,Social Media,4,31,C2_First_Time_Buyer,0,0
C1_10325,Corporate,Not Applicable,Australia,Northeast,Investment,No,Agent,4,45,C1_Global_Investor,1,1
C2_20051,Individual,Female,United Kingdom,Midlands,Personal Use,Yes,Digital,3,24,C2_First_Time_Buyer,0,0
C3_30819,Corporate,Not Applicable,Germany,North Rhine-Westphalia,Investment,No,Agent,4,41,C3_Corporate_Buyer,1,1
NX_50321,Individual,Female,Saudi Arabia,Eastern Province,Investment,No,Agent,3,45,Noise,1,1
C4_40364,Corporate,Not Applicable,France,Provence,Investment,Yes,Direct,5,59,C4_Luxury_Investor,1,1
C3_30103,Corporate,Not Applicable,UAE,Abu Dhabi,Personal Use,No,Agent,5,50,C3_Corporate_Buyer,1,1
C2_20738,Individual,Male,United States,Southeast,Personal Use,Yes,Agent,3,26,C2_First_Time_Buyer,0,0
C2_20196,Corporate,Other,United States,Northeast,Personal Use,Yes,Digital,4,29,C2_First_Time_Buyer,0,0
C1_10620,Individual,Other,Canada,Ontario,Investment,No,Agent,5,61,C1_Global_Investor,1,1
C2_20374,Corporate,Other,United States,Southeast,Personal Use,Yes,Digital,5,30,C2_First_Time_Buyer,0,0
C3_30379,Corporate,Not Applicable,UAE,Dubai,Personal Use,Yes,Agent,5,47,C3_Corporate_Buyer,1,1
C2_20189,Individual,Female,United States,Northeast,Personal Use,No,Agent,4,29,C2_First_Time_Buyer,0,0
C1_10328,Individual,Other,Canada,Quebec,Investment,No,Agent,4,51,C1_Global_Investor,1,1
C1_10648,Corporate,Not Applicable,Canada,Ontario,Investment,No,Agent,4,63,C1_Global_Investor,1,1
C1_10897,Corporate,Not Applicable,United Kingdom,North West,Investment,No,Direct,5,39,C1_Global_Investor,1,1
C4_40382,Individual,Other,Monaco,Northeast,Investment,No,Direct,5,61,C4_Luxury_Investor,1,1
C2_20123,Individual,Male,United States,Midwest,Personal Use,Yes,Friend Referral,4,35,C2_First_Time_Buyer,0,0
C2_20891,Individual,Female,Canada,Alberta,Personal Use,Yes,Digital,3,22,C2_First_Time_Buyer,0,0
NX_50243,Corporate,Not Applicable,France,Île-de-France,Personal Use,Yes,Agent,3,66,Noise,1,0
NX_50391,Individual,Male,Canada,British Columbia,Personal Use,No,Digital,4,25,Noise,0,0
NX_50129,Corporate,Not Applicable,Switzerland,Basel,Personal Use,No,Social Media,4,48,Noise,1,1
C4_40734,Individual,Female,UAE,Abu Dhabi,Investment,No,Corporate Partnership,5,61,C4_Luxury_Investor,1,1
C2_20593,Individual,Other,United States,Midwest,Personal Use,Yes,Digital,3,22,C2_First_Time_Buyer,0,0
C3_30812,Corporate,Not Applicable,United States,West Coast,Investment,No,Corporate Partnership,4,40,C3_Corporate_Buyer,1,1
C3_30047,Corporate,Not Applicable,United States,Southeast,Investment,No,Direct,5,55,C3_Corporate_Buyer,1,1
C2_20545,Individual,Female,United Kingdom,London,Personal Use,Yes,Social Media,4,31,C2_First_Time_Buyer,0,0
C4_40836,Individual,Female,Monaco,La Condamine,Investment,No,Agent,4,64,C4_Luxury_Investor,1,1
C2_20023,Individual,Male,United States,Northeast,Personal Use,Yes,Digital,3,25,C2_First_Time_Buyer,0,0
C2_20971,Individual,Other,United States,Northeast,Personal Use,Yes,Digital,3,25,C2_First_Time_Buyer,0,0
NX_50588,Corporate,Not Applicable,Germany,North Rhine-Westphalia,Personal Use,Yes,Agent,1,59,Noise,1,0
C2_20714,Individual,Male,United Kingdom,South East,Personal Use,Yes,Friend Referral,4,23,C2_First_Time_Buyer,0,0
C2_20717,Individual,Female,United Kingdom,Midlands,Personal Use,Yes,Social Media,3,33,C2_First_Time_Buyer,0,0
C2_20477,Individual,Female,Canada,Ontario,Personal Use,Yes,Digital,4,26,C2_First_Time_Buyer,0,0
C1_10809,Individual,Male,Germany,Berlin,Investment,No,Agent,5,39,C1_Global_Investor,1,1
C3_30350,Corporate,Not Applicable,United Kingdom,London,Investment,No,Direct,5,38,C3_Corporate_Buyer,1,1
C1_10978,Individual,Male,UAE,Sharjah,Investment,Yes,Corporate Partnership,4,36,C1_Global_Investor,0,1
NX_50287,Individual,Other,Australia,New South Wales,Investment,Yes,Friend Referral,5,60,Noise,1,1
NX_50495,Individual,Female,Saudi Arabia,Jeddah,Personal Use,No,Agent,2,63,Noise,1,0
C2_20684,Individual,Female,United States,Northeast,Personal Use,Yes,Social Media,5,23,C2_First_Time_Buyer,0,0
NX_50260,Individual,Male,Saudi Arabia,Jeddah,Investment,Yes,Social Media,4,28,Noise,0,0
C2_20514,Individual,Other,United States,Northeast,Personal Use,Yes,Digital,2,29,C2_First_Time_Buyer,0,0
C2_21404,Individual,Female,Australia,Western Australia,Personal Use,Yes,Agent,2,22,C2_First_Time_Buyer,0,0
